Unknown Tape,15:18:23:01,15:19:57:01,AA020801.mov,,scene 3  shot 33A  take 1  ferns house  evening  fern,3,,
Unknown Tape,15:20:31:10,15:21:27:10,AA012101.mov,,S62A_T01,,,
Unknown Tape,15:24:25:19,15:27:06:19,AA012201.mov,,S62A_T02,,,
Unknown Tape,15:32:59:20,15:34:55:20,AA012301.mov,,S62A_T03,,,
Unknown Tape,15:35:53:12,15:37:13:00,AA012401.mov,,S62A_T04,,,
Unknown Tape,15:36:38:21,15:37:42:21,AA020901.mov,,scene 5  shot 5  take 1  ferns house  morning  fern,5,,
Unknown Tape,15:37:43:00,15:39:58:00,AA012501.mov,,S62A_T05,,,
Unknown Tape,15:39:25:17,15:41:17:17,AA021001.mov,,scene 5  shot 5  take 2  ferns house  morning  fern,5,,
Unknown Tape,15:42:27:09,15:43:40:09,AA021101.mov,,scene 5  shot 5  take 3  ferns house  morning  fern,5,,
Unknown Tape,15:43:07:00,15:44:30:12,AA012601.mov,,S62B_T01,,,
Unknown Tape,15:44:12:21,15:44:51:09,AA021201.mov,,scene 5  shot 5  take 4  ferns house  morning  fern,5,,
Unknown Tape,15:45:10:01,15:46:30:01,AA021301.mov,,scene 5  shot 5  take 5  ferns house  morning  fern,5,,
Unknown Tape,15:45:36:04,15:46:53:04,AA012701.mov,,S62C_T01,,,
Unknown Tape,15:51:47:23,15:51:48:11,AA016501.mov,,S18_T00  false take  samuels apt  noon,,,
Unknown Tape,15:51:47:23,15:51:48:11,AA016501FalseStart.mov,,scene 18  shot 18  false take  samuels apt  noon,,S18_T00,
Unknown Tape,15:54:32:01,15:56:21:01,AA021401.mov,,scene 5  shot 5A  take 5  ferns house  morning  fern,5,,
Unknown Tape,15:57:02:17,15:57:23:17,AA021501.mov,,S05B_T05  ferns house  morning  fern,5,,
Unknown Tape,15:57:02:17,15:57:23:17,AA021501.mov,,S05B_T05  ferns house  morning  fern,5,S05B_T05,
Unknown Tape,15:59:54:16,16:00:22:16,AA012801.mov,,S42_T01,,,
Unknown Tape,16:02:11:01,16:02:51:13,AA012901.mov,,S42_T02,,,
Unknown Tape,16:03:14:21,16:03:50:21,AA013001.mov,,S42_T03,,,
Unknown Tape,16:03:34:03,16:04:49:03,AA016601.mov,,S18_T01  samuels apt  noon  samuel,,,
Unknown Tape,16:05:53:03,16:06:46:03,AA016701.mov,,S18_T02  samuels apt  noon  samuel,,,
Unknown Tape,16:09:44:15,16:10:42:03,AA016801.mov,,S18_T03  samuels apt  noon  samuel,,,
Unknown Tape,16:10:12:21,16:10:48:09,AA021601.mov,,S08_T01  ferns house  morning  fern,8,,
Unknown Tape,16:11:48:11,16:12:54:23,AA016901.mov,,S18_T04  samuels apt  noon  samuel,,,
Unknown Tape,16:12:00:01,16:12:44:01,AA021701.mov,,S08_T02  ferns house  morning  fern,8,,
Unknown Tape,16:14:07:23,16:15:06:11,AA017001.mov,,S18_T05  samuels apt  noon  samuel,,,
Unknown Tape,16:26:11:09,16:27:14:21,AA021801.mov,,S57_T01  ferns house  morning  fern,57,,
Unknown Tape,16:27:14:03,16:27:24:03,AA013101.mov,,Duplicate,,S13_T01,
Unknown Tape,16:27:14:03,16:27:24:03,AA013101.mov,,S13_T01,,,
Unknown Tape,16:28:36:15,16:28:59:15,AA013201.mov,,S13_T01,,,
Unknown Tape,16:30:23:11,16:30:43:11,AA013301.mov,,S13_T02,,,
Unknown Tape,16:31:15:07,16:31:48:19,AA013401.mov,,S13_T03,,,
Unknown Tape,16:32:57:11,16:33:23:23,AA013501.mov,,S13_T04,,,
Unknown Tape,16:37:54:19,16:38:11:19,AA013601.mov,insert,S27A_T01,,,
Unknown Tape,16:39:43:23,16:40:46:23,AA021901.mov,,S39_T01  ferns house  morning  fern,,,
Unknown Tape,16:42:13:15,16:42:36:03,AA013701.mov,,S27_T01,,,
Unknown Tape,16:42:53:03,16:43:09:15,AA013801.mov,,scene 27  shot 27  take 2  cafe  afternoon  fern,,S13_T04,
Unknown Tape,16:44:11:15,16:45:14:15,AA022001.mov,,S39A_T01  ferns house  morning  fern,,,
Unknown Tape,16:46:06:03,16:47:17:03,AA022101.mov,,S39A_T02  ferns house  morning  fern,,,
Unknown Tape,16:51:29:22,16:53:45:22,AA017101.mov,,S18A_T01  samuels apt  noon  samuel,,,
Unknown Tape,16:55:54:15,16:56:28:15,AA022201.mov,,S36_T01  ferns house  morning  fern  morning bae,,,
Unknown Tape,16:57:40:02,16:59:10:14,AA017201.mov,,S18A_T02  samuels apt  noon  samuel,,,
Unknown Tape,17:00:50:19,17:01:39:19,AA022301.mov,,S36_T02  ferns house  morning  fern  morning bae,,,
Unknown Tape,17:01:24:06,17:02:23:06,AA017301.mov,,S18A_T03  samuels apt  noon  samuel,,,
Unknown Tape,17:01:43:07,17:03:31:19,AA013901.mov,,S12_T01,,,
Unknown Tape,17:05:11:10,17:06:30:10,AA017401.mov,,S18A_T04  samuels apt  noon  samuel,,,
Unknown Tape,17:08:05:22,17:08:38:22,AA013301.mov,,,,,
Unknown Tape,17:09:37:06,17:10:57:18,AA013401.mov,,,,,
Unknown Tape,17:09:44:19,17:12:01:07,AA014001.mov,,S12_T02,,,
Unknown Tape,17:14:16:03,17:16:19:15,AA014101.mov,,S12_T03,,,
Unknown Tape,17:15:56:12,17:16:45:12,AA022401.mov,,S49_T01  ferns house  evening  fern,,,
Unknown Tape,17:17:51:20,17:18:43:20,AA022501.mov,,S49_T02  ferns house  evening  fern,,,
Unknown Tape,17:19:31:07,17:20:58:19,AA014201.mov,,S12A_T01,,,
Unknown Tape,17:22:57:10,17:24:37:22,AA014301.mov,,S12A_T02,,,
Unknown Tape,17:25:32:18,17:27:01:18,AA014401.mov,,S12A_T03,,,
Unknown Tape,17:25:53:16,17:27:11:16,AA022601.mov,,S49A_T02  ferns house  evening  fern,,,
Unknown Tape,17:28:12:20,17:29:05:20,AA022701.mov,,S49A_T02PU  ferns house  evening  fern,,,
Unknown Tape,17:33:46:14,17:34:11:14,AA017501.mov,,S17_T01  samuels apt  noon  samuel,,,
Unknown Tape,17:34:39:02,17:35:19:02,AA017601.mov,,S17_T02  samuels apt  noon  samuel,,,
Unknown Tape,17:35:56:06,17:36:28:18,AA017701.mov,,S17_T03  samuels apt  noon  samuel,,,
Unknown Tape,17:37:32:14,17:38:01:02,AA014501.mov,,S31_T01,,,
Unknown Tape,17:38:14:22,17:38:38:10,AA014601.mov,,S31_T02,,,
Unknown Tape,17:39:14:16,17:39:56:16,AA022801.mov,,S49_T01  ferns house  evening  fern  scence 39  shot 39B  ferns house  morning  fern,,,
Unknown Tape,17:40:01:10,17:40:21:22,AA014701.mov,,S31A_T01,,,
Unknown Tape,17:40:56:10,17:41:22:10,AA014801.mov,,S31A_T02,,,
Unknown Tape,17:44:45:08,17:45:45:20,AA022901.mov,,S33_T01  ferns house  evening  fern,,,
Unknown Tape,17:46:18:06,17:46:52:06,AA017801.mov,,S47_T01  samuels apt  afternoon  samuel,,,
Unknown Tape,17:48:42:18,17:49:24:18,AA017901.mov,,S47_T02  samuels apt  afternoon  samuel,,,
Unknown Tape,18:02:07:12,18:02:56:00,AA023001.mov,,S53_T01  ferns house  evening  fern  morning bae,,,
Unknown Tape,18:05:16:04,18:07:59:04,AA023101.mov,,S53_T02  ferns house  evening  fern  morning bae,,,
